Job_offer,Label
"In HRM sono sempre coinvolti in processi di condivisione delle conoscenze e formazione continua su nuove metodologie e tecnologie, lavorando in team con diverse seniority e professionalità e mettendo le mani in pasta sui progetti.

Analista Programmatore Java-Appartenente alle Categorie Protette,Legge 68/99

   Descrizione delle attività:

   Sarai inserito in un team giovane e dinamico con cui potersi confrontare e crescere. Il nostro collega prenderà parte a tutto il ciclo di sviluppo, dalla fase di analisi fino al rilascio del prodotto., Il nostro processo di selezione è tempestivo e prevede:
     * Un colloquio conoscitivo con HR
     * Un colloquio tecnico con i responsabili di progetto per apprendere le tue capacità e i tuoi interessi
     * Se possiede le caratteristiche giuste il nostro Responsabile HR sarà lieto di darti il benvenuto presentandoti la nostra offerta di collaborazione.",Java Developer
"Il ruolo che ricerchiamo è un Backend Developer, con almeno 2 anni di esperienza nella mansione, da inserire in uno dei nostri progetti di sviluppo.

   I nostri Team lavorano in metodologia Agile., Se hai una grande passione per l'innovazione e ti piace lavorare in un'ambiente dinamico, sei la persona giusta per poter lavorare in Hermes!",Programmer
"Digivents azienda leader nello sviluppo software per eventi digitali, con sedi a Milano, Madrid, Avellino ricerca per ampliamento del proprio organico un FULL STACK DEVELOPER con possibilità di formazione e crescita allinterno dellazienda con le seguenti conoscenze, * Dispositivi di protezione individuale forniti o richiesti
     * Riunioni virtuali",Web Developer
"La figura del Senior Software Engineer entrerà a far parte del team di sviluppo prodotto basato su Bologna. In particolare, all'interno dell'area Software, parteciperà attivamente allo sviluppo, evoluzione e manutenzione della piattaforma backend cloud-based. Sarà inoltre chiamato a ricoprire un ruolo di coordinamento e supervisione sui team incaricati sia dello sviluppo core che delle integrazioni con piattaforme commerciali esterne., Ottima opportunità per chi desideri combinare un ruolo hands-on su soluzioni tecnologicamente innovative con responsabilità di coordinamento e pianificazione.",Software Engineer
"AGM Solutions si occupa di studiare ed implementare soluzioni tecnologiche ed innovative offrendo servizi per ICT Governance, ICT Security & GDPR Compliance.
   Per un nostro importante cliente, con sede a Torino, ricerchiamo 2 PHP developer da inserire in un progetto in ambito industrial.",Web Developer
"Beasy4BIZ sta cercando, per ampliamento del team di progetto di 1 profilo di Sviluppatore Senior Java Full Stack a Milano che abbia maturato un'ottima esperienza nel ruolo., L'avvio dell'attività lavorativa sarà in smart working e proseguirà in questa modalità salvo differenti esigenze aziendali fino alla fine dell'emergenza sanitaria in corso.",Java Developer
Selezioniamo programmatori sia Senior che Junior da inserire su progetti già in essere.,Java Developer
"Beasy4BIZ sta cercando, per ampliamento del team di progetto uno Sviluppatore Back End a Milano che abbia maturato un'ottima esperienza nel ruolo., L'avvio dell'attività lavorativa sarà in smart working e proseguirà in questa modalità salvo differenti esigenze aziendali fino alla fine dell'emergenza sanitaria in corso.",Java Developer
"La risorsa verrà inserita all'interno del reparto IT Prodotti e Sistemi e svilupperà soluzioni per progetti dedicati, coordinando altre risorse, se necessario.

   In particolare seguirà progetti MES, livelli due, interfaccia verso ERP e PLC.",Software Engineer
"Sistemista Control Room

   La figura sarà inserita all'interno del reparto Data Center e, nello specifico, nel team Control Room., La risorsa inserita si occuperà di monitoraggio, gestione di primo livello di tutti i sistemi presenti nel datacenter, principalmente basati su sistemi operativi Microsoft Windows Server, Linux e VMWare. La persona inserita avrà il compito di monitorare, gestire risolvere le problematiche di tipo sistemistico nell'ottica della massimizzazione dell'uptime dei servizi erogati.",System Analyst
"+ AVVISO DI SELEZIONE PER LA COPERTURA DI UN POSTO A TEMPO PIENO E DETERMINATO DELLA DURATA DI 3 ANNI RINNOVABILE PER LA POSIZIONE DI DIRETTORE GENERALE
          + Selezione per ""Direttore Generale"": calendario colloqui tecnico-motivazionali, La risorsa sarà inserita all'interno del team R&D e si occuperà dello sviluppo firmware e

   software per sistemi embedded e smart sensors.

   Compiti e Responsabilità:
     * Analisi delle specifiche di progetto e partecipazione nella definizione dell'architettura

   firmware
     * Sviluppo e debug del firmware applicativo su piattaforme ARM/Cortex a 32bit. Codifica in linguaggio C/assembler secondo le coding rules interne.
     * Analisi degli aspetti normativi riguardanti la sicurezza funzionale, documentazione del codice sorgente e generazione della reportistica necessaria all'ottenimento delle

   certificazioni del prodotto
     * Sviluppo di software applicativi di test/supporto alla produzione, collaudo e manutenzione dei prodotti
     * Testing e qualifica dei prodotti presso laboratori esterni
     * Rilascio e successiva manutenzione della documentazione tecnica di competenza, in accordo con gli standard di qualità aziendali
     * Manutenzione di progetti firmware/software preesistenti",Programmer
"Potrai occuparti dello sviluppo backend in Java in ambiente Cloud (AWS) e di CI/CD, lavorando in un contesto strutturato, ma dinamico, volto all'innovazione tecnologica, che predilige il lavoro in team seguendo le metodologie Agile/SCRUM.",Java Developer
"Il candidato, attraverso un percorso di formazione e supervisione, imparerà a sviluppare in ambiente Java e/o Python, si occuperà di programmazione lato back-end e/o front-end utilizzando i Framework Spring e Angular.",Java Developer
"Il candidato Ideale ha maturato unesperienza di almeno 5 anni nello sviluppo di applicazioni Java. Ha unottima conoscenza delle librerie /framework: Spring, JPA, JEE.",Programmer
Risorsa con almeno 1 o 2 anni di esperienza da inserire in un team di sviluppo.,Java Developer
"Vorremmo entrare in contatto con candidati laureati o diplomati in discipline tecnico informatiche da inserire in un team di sviluppo, nello specifico ricerchiamo un Back end Developer che abbia maturato almeno 3 anni di esperienza nello sviluppo e manutenzione di applicativi realizzati con linguaggi C#.",Programmer
"Per un prestigioso Cliente operante in ambito Fashion&Retail siamo alla ricerca di uno sviluppatore Java, con almeno 4 anni di esperienza maturata all'interno di progetti Enterprise.
   Inserita all'interno del team di sviluppo, la risorsa sarà referente per l'application maintenance della piattaforma di vendita., In Bit avrai modo di sentirti parte integrante dell'azienda grazie ad eventi vari di team building organizzati durante l'anno e, grazie anche alla collaborazione e alla disponibilità dei professionisti che ne fanno parte.",Java Developer
"La risorsa, inserita nel team di sviluppo, svolgerà attività progettazione sw embedded, rapportandosi con le migliori e più avanzate tecnologie in ambito appliance.",Software Engineer
"Ricerchiamo figure di Junior Software Developers da inserire in uno dei nostri progetti internazionali per attività di sviluppo full-stack.

   Il candidato supporterà il team di sviluppo nelle fasi di progettazione e realizzazione di nuovi applicativi e sarà affiancato da figure senior nelle prime fasi di inserimento in azienda",Software Engineer
"Per ampliamento del proprio personale azienda specializzata nel supporto all'avvio di Startup digitali, progettazione di soluzioni ICT integrate e realizzazione del Software cerca uno/a Sviluppatore/trice con titolo di studio attinente e/o almeno 3 anni di esperienza significativa. Potrai lavorare sia su progetti interni dell'azienda che su progetti esterni per commessa, collaborando all'interno di team internazionali. REQUISITI DESIDERATI o Full stack Software developer o Conoscenza approfondita del linguaggio Python e del framework Django o Esperienza con Angular o Esperienza nel design e nella creazione di API REST o Conoscenza del sistema operativo Linux o di altri sistemi Unix-like o Dimestichezza coi sistemi di gestione del codice sorgente e di continuous integration o Buona conoscenza della lingua inglese scritta, conoscenza base della lingua inglese parlata Competenze preferenziali: o Laurea in informatica e/o ingegneria o Oltre 5 anni di esperienza significativa o",Web Developer
"descrizione Randstad Italia Spa, filiale di Milazzo, cerca - per azienda cliente del nord Italia - progettista firmware. Sede di lavoro: Lombardia. responsabilità La risorsa si occuperà di: - Analisi e progettazione e Firmware di circuiti elettronici; - Programmazione con linguaggio prevalentemente in C++; - Sviluppo di sistemi a microcontrollore 32/16 bit; - Utilizzo di strumenti di laboratorio (multimetri, oscilloscopi, frequenzimetri), test e debug di HW e FW e piattaforme Embedded ST e RENESAS; - Rapporti con la clientela per lo sviluppo di prodotti customizzati. competenze La risorsa ideale possiede: - Laurea in ingegneria elettronica o equivalenti; - Preferibile esperienza minima di 2 anni in ambito progettuale elettronico; - Nozioni ingegneristiche di base; - Approfondita conoscenza delle principali caratteristiche dei componenti, dispositivi, sistemi elettronici e delle loro applicazioni; - Conoscenza di schemi elettronici; - Conoscenza del linguaggio C/C++ -
   ALTIUM - e programmi di sviluppo e debugger ; - Ottime capacità analitiche e di problem solving; - Orientamento al risultato; - Attenzione alla qualità e al miglioramento continuo; - Ottima capacità di lavoro di squadra; livello di studio Laurea specialistica o a ciclo unico I candidati ambosessi (L.903/77) sono invitati a leggere l'informativa sulla privacy ai sensi dell'art. 13 del Regolamento (UE) 2016/679 sulla protezione dei dati (GDPR).",Software Engineer
"Il professionista selezionato verrà inserito in qualità di SISTEMISTA NETWORKING JUNIOR all'interno di una realtà fortemente orientata all'innovazione tecnologica, che offre supporto ai propri clienti nella transizione verso l'industria 4.0, con soluzioni Cloud, IoT e AI. Avrà la possibilità di aiutare il team ed i clienti attraverso il processo di raggiungimento del loro obiettivo con i sistemi IT inserendosi nel team di infrastrutture e reti. L'azienda è presente in Italia, Stati Uniti, Canada e Messico., Gestione di servizi di rete ed infrastrutture data center e cloud
   Gestione della pianificazione delle attività di supporto, incident e change
   Front end operativo per richieste dei team e dei clienti",System Analyst
Siamo alla ricerca di due risorse che ricoprano la posizione disviluppatori di microservizi web e/o mobile.,Programmer
"La risorsa sarà inserita nella Software Factory organizzata secondo il modello Agile e svolgerà attività di progettazione e sviluppo di soluzioni applicative per la Sanità.

   Principali tecnologie di riferimento: Java, Spring framework, Angular, SQLServer, MongoDB, Docker

   La risorsa verrà assunta con contratto a tempo indeterminato direttamente dall'azienda. Farà parte di un team dinamico e parteciperà a eventi e community di settore e parteciperà a programmi di formazione costante tramite piattaforme dedicate con certificazione.",Java Developer
